Status,Fiber Distance(m),Rx Power(dBm),maintenance_required
active,1598,-24.3,0
active,2177,-24.2,0
active,1121,-22,0
active,1597,-25.8,0
active,1389,-29.1,1
active,924,-22.9,0
active,1681,-22.1,0
active,1929,-23.8,0
active,1700,-23.2,0
active,1648,-20.9,0
active,2593,-17.8,0
active,1607,-26.5,0
active,1757,-25.3,0
active,1948,-24.1,0
active,1555,-22.8,0
active,1256,-22.3,0
active,1635,-23.9,0
active,2586,-18.4,0
active,2935,-25.6,0
active,2893,-24,0
active,2916,-20.9,0
active,2682,-24.5,0
active,3002,-28.5,1
active,2740,-22.7,0
active,2727,-21,0
active,3130,-29.5,1
active,2673,-22.1,0
active,2916,-17.8,0
active,3094,-17.7,0
active,2803,-27.2,0
active,3008,-22.4,0
active,3199,-18.3,0
active,3015,-20.1,0
active,3262,-27.6,1
active,3007,-21,0
active,2945,-18.6,0
active,3122,-29.9,1
active,3053,-18.8,0
active,3022,-17.9,0
active,2475,-22.4,0
active,2788,-23.9,0
active,2724,-16.7,0
active,2751,-22.8,0
active,3276,-24.2,0
active,3275,-18.9,0
active,3328,-24,0
active,2520,-30.9,1
active,2649,-22.7,0
active,2169,-26.3,0
active,2254,-26.3,0
active,2698,-23.1,0
active,2676,-21.9,0
active,2430,-23.2,0
active,3748,-23.8,0
active,3558,-26.7,0
active,2983,-23.5,0
active,3097,-24.8,0
active,3612,-26.1,0
active,3616,-25.6,0
active,3743,-28.5,1
active,3222,-25.3,0
active,3633,-26.1,0
active,3539,-29.9,1
active,3704,-26.1,0
active,2946,-30.9,1
active,2843,-24.6,0
active,3525,-27.4,1
active,2877,-25.5,0
active,3484,-23,0
active,3608,-23.5,0
active,3278,-23.8,0
active,3596,-25.2,0
active,3165,-30.9,1
active,3508,-25.5,0
active,3512,-26.9,0
active,3479,-24.8,0
active,3119,-26.1,0
active,2831,-21.4,0
active,3514,-23.2,0
active,3525,-25.8,0
active,3293,-19.9,0
active,3605,-21.8,0
active,3853,-23,0
active,3825,-24.9,0
active,4464,-23.8,0
active,4398,-20.1,0
active,3566,-30.9,1
active,4389,-23.3,0
active,3585,-22.1,0
active,4366,-15.9,0
active,4364,-19,0
active,4364,-20.8,0
active,4290,-19.2,0
active,3456,-20.3,0
active,3923,-21.5,0
active,3827,-19.9,0
active,4019,-20.4,0
active,3999,-22.2,0
active,3728,-19.9,0
active,4249,-22.1,0
active,4371,-26,0
active,3351,-23.6,0
active,3439,-20.4,0
active,4056,-21.2,0
active,3449,-23,0
active,3289,-20.1,0
active,2871,-24.5,0
active,3174,-23.8,0
active,2798,-20.1,0
active,3243,-25.5,0
active,3223,-31.5,1
active,2770,-21.9,0
active,2932,-24.6,0
active,3194,-26.5,0
active,3235,-23.4,0
active,3158,-24,0
active,2857,-19.2,0
active,2913,-25,0
active,2785,-22.8,0
active,3239,-22.5,0
active,3308,-27.4,1
active,3234,-24.5,0
active,2882,-19.7,0
active,2752,-21.3,0
active,3335,-31.5,1
active,3265,-26.7,0
active,3193,-20.3,0
active,3620,-21.3,0
active,3532,-22.4,0
active,3556,-24.4,0
active,3604,-22.4,0
active,3718,-23.9,0
active,3531,-23.8,0
active,3518,-24.8,0
active,4152,-26.9,0
active,3937,-21.1,0
active,3914,-24,0
active,4310,-28.8,1
active,4336,-30.4,1
active,4238,-26.3,0
active,3940,-24,0
active,4486,-29.5,1
active,4010,-24.6,0
active,2760,-22.5,0
active,2926,-22,0
active,2797,-21.6,0
active,2805,-22.1,0
active,2793,-23.8,0
active,2759,-26.3,0
active,2748,-22.7,0
active,2754,-22,0
active,724,-21.1,0
active,784,-25.2,0
active,810,-18.9,0
active,1229,-22.1,0
active,1169,-22,0
active,901,-21.5,0
active,858,-21.4,0
active,649,-19.4,0
active,747,-19.9,0
active,603,-22.7,0
active,726,-19.8,0
active,614,-17.9,0
active,676,-22.2,0
active,989,-16.7,0
active,743,-19.7,0
active,1052,-24.1,0
active,630,-20.7,0
active,1322,-18,0
active,1019,-27.6,1
active,1236,-18.3,0
active,755,-20.4,0
active,715,-21.5,0
active,1073,-24.5,0
active,681,-19.6,0
active,651,-21.7,0
active,1070,-19.5,0
active,1320,-18.6,0
active,650,-25.8,0
active,757,-18.3,0
active,1328,-21.7,0
active,996,-19.3,0
active,772,-22,0
active,993,-20.4,0
active,1026,-21.2,0
active,1407,-22.2,0
active,673,-19.9,0
active,2049,-27.9,1
active,1630,-22.3,0
active,1461,-25.8,0
active,950,-22.7,0
active,1090,-21.3,0
active,1380,-20.9,0
active,1052,-24.8,0
active,1298,-23.2,0
active,1673,-18.6,0
active,1628,-24.3,0
active,1137,-17.1,0
active,1034,-21.4,0
active,1072,-15.8,0
active,779,-27.4,1
active,771,-20.5,0
active,918,-18.6,0
active,808,-21.2,0
active,1028,-26,0
active,1039,-21.3,0
active,900,-23.4,0
active,823,-25.5,0
active,1246,-24.2,0
active,1225,-20.7,0
active,1440,-23.7,0
active,1290,-24.4,0
active,1242,-23.8,0
active,1392,-23,0
active,1025,-19.1,0
active,1337,-21.2,0
active,1848,-25.8,0
active,1273,-19.8,0
active,1052,-26.1,0
active,773,-20.4,0
active,2081,-24.2,0
active,1013,-19.4,0
active,1977,-28.2,1
active,1242,-24.1,0
active,1030,-16.8,0
active,1320,-20.5,0
active,1280,-18.4,0
active,1028,-17.3,0
active,847,-18.3,0
active,1054,-19.4,0
active,1318,-17.9,0
active,625,-21.4,0
active,1306,-19.4,0
active,1349,-29.5,1
active,1348,-24.3,0
active,2004,-22.9,0
active,1486,-17.8,0
active,1073,-20,0
active,1069,-32.2,1
active,1538,-19.8,0
active,1084,-22.4,0
active,1151,-23.5,0
active,2275,-22.6,0
active,1031,-20.6,0
active,2258,-24,0
active,1898,-21.6,0
active,999,-24.9,0
active,1100,-24.8,0
active,1053,-23.1,0
active,2144,-23.1,0
active,1414,-17,0
active,1959,-17.2,0
active,1442,-20.5,0
active,2207,-19,0
active,1694,-21,0
active,1250,-17.4,0
active,1287,-18.2,0
active,1993,-21.5,0
active,2292,-27.6,1
active,1905,-17.4,0
active,1748,-20,0
active,1056,-19.8,0
active,1780,-24.3,0
active,2281,-29.9,1
active,1184,-20.2,0
active,1317,-18.9,0
active,1178,-17.2,0
active,1438,-15.9,0
active,1048,-22.5,0
active,1139,-24.8,0
active,1823,-24.2,0
active,1944,-18.8,0
active,1307,-18.4,0
active,1531,-20.7,0
active,1404,-25.6,0
active,1730,-20.4,0
active,1293,-27.4,1
active,1970,-21.9,0
active,1924,-21.3,0
active,1664,-18.6,0
active,1369,-18.3,0
active,1574,-18.6,0
active,1488,-20.9,0
active,1611,-22,0
active,1378,-24.1,0
active,1425,-20.4,0
active,1449,-21.1,0
active,1595,-20.9,0
active,1614,-23.3,0
active,2541,-26.5,0
active,2693,-20.5,0
active,2534,-22.5,0
active,1659,-18.1,0
active,2365,-21.7,0
active,2433,-26.1,0
active,2257,-22.2,0
active,2041,-25.8,0
active,1665,-18.9,0
active,1483,-23.3,0
active,1619,-24.3,0
active,1702,-33,1
active,1363,-21.9,0
active,1474,-19.2,0
active,1596,-19.4,0
active,1395,-20.8,0
active,1625,-24.3,0
active,1399,-23.2,0
active,1681,-21.2,0
active,1034,-21,0
active,1054,-19.7,0
active,1380,-20.7,0
active,1337,-18.8,0
active,1335,-19.2,0
active,1787,-19.1,0
active,1417,-20,0
active,1597,-23.6,0
active,1429,-18.4,0
active,1601,-19.4,0
active,1254,-23.7,0
active,1767,-20,0
active,1556,-25.3,0
active,1339,-27.2,0
active,1432,-23.4,0
active,1332,-24.6,0
active,1336,-21.4,0
active,1357,-19.8,0
active,1714,-23.2,0
active,1808,-22.5,0
active,1150,-19.2,0
active,1064,-18.7,0
active,1822,-24,0
active,1705,-20.6,0
active,1848,-25.5,0
active,1595,-21.3,0
active,2010,-26,0
active,1638,-22,0
active,1811,-25,0
active,1831,-23.2,0
active,1803,-19.5,0
active,1931,-21.1,0
active,2160,-26.7,0
active,2075,-23.5,0
active,3012,-25,0
active,2207,-27.2,0
active,2302,-26.5,0
active,2118,-28.5,1
active,2584,-24.1,0
active,1949,-29.2,1
active,2184,-21.9,0
active,2045,-26,0
active,2645,-24.6,0
active,2872,-25.2,0
active,3221,-27.4,1
active,2315,-22.5,0
active,3046,-27.2,0
active,2012,-22.1,0
active,2975,-26.1,0
active,3043,-26.5,0
active,2985,-24.6,0
active,2520,-27.9,1
active,3030,-24.3,0
active,3136,-25,0
active,2440,-25.5,0
active,3021,-25.5,0
active,3030,-26.5,0
active,3119,-26.7,0
active,2988,-24.4,0
active,2577,-21.3,0
active,2441,-21.8,0
active,2416,-23.8,0
active,3168,-24.3,0
active,3105,-26.1,0
active,2628,-23.7,0
active,3228,-25,0
active,3434,-26.3,0
active,2356,-23.3,0
active,3490,-23.8,0
active,3385,-21.9,0
active,3420,-25.8,0
active,3096,-22,0
active,3509,-29.5,1
active,2517,-31.5,1
active,3249,-27.2,0
active,2346,-19.6,0
active,2222,-23,0
active,1844,-21.7,0
active,2981,-26.1,0
active,2020,-18.6,0
active,3047,-22.9,0
active,2170,-23.1,0
active,2222,-19.3,0
active,2831,-23.1,0
active,2344,-20.5,0
active,2131,-18.7,0
active,2918,-24.1,0
active,3152,-23.3,0
active,3202,-18.8,0
active,2593,-22.8,0
active,3310,-23.1,0
active,2354,-19.9,0
active,3248,-21.4,0
active,3365,-21,0
active,2594,-17.5,0
active,3061,-23.9,0
active,2950,-33,1
active,3415,-28.8,1
active,2387,-22.3,0
active,3028,-22.7,0
active,2396,-24.8,0
active,2535,-20.1,0
active,2690,-21,0
active,3271,-19.3,0
active,3531,-20.1,0
active,2125,-17.7,0
active,2222,-20.9,0
active,2926,-26,0
active,2851,-24.4,0
active,2907,-25.5,0
active,3087,-23.3,0
active,2483,-16.7,0
active,3474,-20.7,0
active,3224,-20.9,0
active,2535,-21.9,0
active,2476,-20.4,0
active,3324,-19.2,0
active,3080,-24.9,0
active,2081,-18.4,0
active,1334,-17.5,0
active,657,-17.9,0
active,1376,-27.6,1
active,1105,-22.6,0
active,1581,-17.7,0
active,1070,-24.8,0
active,1671,-23.4,0
active,779,-20.6,0
active,1057,-24.5,0
active,1060,-23.3,0
active,1120,-18.2,0
active,1963,-20.4,0
active,758,-25.8,0
active,1649,-19.7,0
active,1362,-25.2,0
active,1714,-19.8,0
active,1051,-17.8,0
active,2060,-23.8,0
active,1381,-19.6,0
active,1216,-17.3,0
active,1816,-21.4,0
active,1420,-22.7,0
active,735,-18.1,0
active,1192,-19.8,0
active,1989,-18.7,0
active,791,-22.2,0
active,1325,-18.4,0
active,1534,-22.3,0
active,1474,-19.4,0
active,1200,-22,0
active,1397,-22.5,0
active,1164,-19.4,0
active,2067,-20,0
active,706,-19.3,0
active,1471,-17.9,0
active,1824,-18.2,0
active,808,-27.6,1
active,851,-19.3,0
active,1778,-17.1,0
active,761,-17.8,0
active,1295,-16.5,0
active,751,-23.9,0
active,763,-19.8,0
active,749,-20.7,0
active,1648,-19,0
active,1216,-30.4,1
active,1331,-18.8,0
active,881,-20.9,0
active,1500,-21.4,0
active,861,-17.7,0
active,1329,-19.5,0
active,1354,-23.5,0
active,1309,-17.8,0
active,1211,-18.9,0
active,1209,-17.4,0
active,1465,-23.5,0
active,866,-20.6,0
active,1566,-20.2,0
active,1557,-18.3,0
active,1554,-18.5,0
active,1821,-21.2,0
active,1193,-21.4,0
active,1842,-19.2,0
active,1218,-20.2,0
active,1564,-21.3,0
active,1977,-19.8,0
active,2048,-18.9,0
active,1980,-27.2,0
active,1928,-18.4,0
active,1447,-20.2,0
active,2081,-21,0
active,1844,-28.5,1
active,1836,-22.7,0
active,1043,-20.4,0
active,1326,-18,0
active,1431,-19.9,0
active,1376,-22.1,0
active,1780,-22.2,0
active,1843,-10.9,0
active,1888,-21.9,0
active,969,-19.2,0
active,1681,-21.5,0
active,1671,-18.4,0
active,1251,-20.3,0
active,1116,-21.5,0
active,1133,-25.2,0
active,1847,-21.8,0
active,1259,-18.7,0
active,1503,-19.1,0
active,1088,-19.5,0
active,1512,-19,0
active,1686,-19.6,0
active,1147,-22,0
active,1119,-18.7,0
active,1122,-23.3,0
active,1789,-26.3,0
active,1364,-15.4,0
active,1114,-19.7,0
active,1724,-19.8,0
active,1747,-19.8,0
active,1366,-26.9,0
active,1029,-20,0
active,1259,-29.5,1
active,1222,-24.8,0
active,1451,-23.2,0
active,1344,-26,0
active,1551,-20.8,0
active,1465,-22.9,0
active,1229,-21.6,0
active,1412,-19.8,0
active,1150,-19.1,0
active,1752,-23,0
active,1743,-21.8,0
active,1068,-19.1,0
active,1448,-19.2,0
active,1100,-18,0
active,1735,-21.2,0
active,1932,-21,0
active,1573,-18.7,0
active,1168,-19.7,0
active,1515,-25.8,0
active,1151,-20.3,0
active,1116,-27.4,1
active,733,-18.8,0
active,720,-21.3,0
active,781,-21,0
active,769,-19.2,0
active,625,-25.5,0
active,769,-28.8,1
active,736,-21.5,0
active,1475,-27.4,1
active,1381,-20.3,0
active,1756,-21.5,0
active,876,-23.3,0
active,1326,-19.9,0
active,1741,-21.8,0
active,744,-20.4,0
active,1486,-23.5,0
active,1459,-25,0
active,832,-18.4,0
active,1467,-25,0
active,1380,-30.4,1
active,1360,-28.8,1
active,711,-22.6,0
active,1002,-23,0
active,836,-19.7,0
active,1086,-24.6,0
active,1846,-25,0
active,1581,-20.1,0
active,1680,-25.5,0
active,1513,-20.5,0
active,1836,-19.2,0
active,2012,-22.6,0
active,2208,-21,0
active,2060,-21.1,0
active,1761,-21.4,0
active,2076,-21,0
active,1700,-19.4,0
active,783,-19,0
active,1398,-25.6,0
active,1222,-21.6,0
active,1242,-19.3,0
active,1204,-20.8,0
active,1388,-26.1,0
active,1400,-24.8,0
active,1442,-26.1,0
active,656,-20.2,0
active,1464,-24,0
active,727,-20.9,0
active,1835,-25.2,0
active,1979,-18.6,0
active,848,-19.6,0
active,981,-21.4,0
active,665,-30.9,1
active,1002,-17.3,0
active,942,-17,0
active,726,-21.3,0
active,710,-21.7,0
active,898,-27.9,1
active,662,-19.9,0
active,1450,-19.9,0
active,889,-28.8,1
active,911,-19.4,0
active,907,-24.3,0
active,867,-27.9,1
active,919,-23.1,0
active,1001,-21.3,0
active,1048,-18.8,0
active,986,-23.5,0
active,2452,-29.5,1
active,2112,-26.9,0
active,1978,-29.9,1
active,2445,-27.4,1
active,2441,-23.7,0
active,849,-28.5,1
active,2422,-25.6,0
active,2416,-27.9,1
active,2075,-23.7,0
active,1996,-25.6,0
active,1011,-19.5,0
active,2278,-23.6,0
active,2125,-24.4,0
active,1902,-19,0
active,1513,-23.3,0
active,1747,-23.9,0
active,1916,-19.5,0
active,1739,-22.3,0
active,1901,-22.6,0
active,1905,-20.8,0
active,1059,-18,0
active,867,-19.9,0
active,843,-20,0
active,532,-20.1,0
active,464,-20.4,0
active,502,-22.2,0
active,782,-21.5,0
active,590,-19,0
active,868,-22.9,0
active,638,-24.9,0
active,1328,-24.8,0
active,716,-19,0
active,818,-19.2,0
active,1060,-29.5,1
active,1350,-24.2,0
active,1517,-23,0
active,1353,-24.5,0
active,836,-19.7,0
active,1162,-27.9,1
active,1367,-27.2,0
active,928,-23,0
active,958,-27.9,1
active,539,-18.9,0
active,992,-19.6,0
active,648,-17.9,0
active,944,-24.9,0
active,1001,-23.8,0
active,1539,-17.1,0
active,1011,-20,0
active,1796,-20.2,0
active,1109,-19.6,0
active,886,-19.4,0
active,1887,-18.8,0
active,1963,-18.9,0
active,788,-25.3,0
active,783,-18.4,0
active,1223,-23,0
active,1253,-20.2,0
active,1135,-21.1,0
active,1200,-24.3,0
active,1261,-19.5,0
active,1119,-19.9,0
active,1247,-21.3,0
active,1146,-23.2,0
active,1203,-29.2,1
active,1124,-19.8,0
active,1724,-18,0
active,1697,-20.5,0
active,1738,-18.7,0
active,1698,-23.8,0
active,1866,-20.8,0
active,1789,-18.7,0
active,1614,-21,0
active,1614,-31.5,1
active,1889,-18.7,0
active,1121,-20.2,0
active,1059,-18.2,0
active,1124,-17.4,0
active,1120,-21.4,0
active,1618,-17.7,0
active,1609,-24.5,0
active,2137,-25.5,0
active,1648,-22.5,0
active,1461,-24.8,0
active,1984,-23.1,0
active,1976,-18.3,0
active,2146,-23,0
active,2702,-25.6,0
active,2812,-27.4,1
active,2544,-21.1,0
active,2321,-17.3,0
active,2719,-23.3,0
active,2347,-24.1,0
active,2557,-19.9,0
active,2619,-24.3,0
active,2308,-25.6,0
active,2990,-27.4,1
active,2871,-19.9,0
active,2663,-18.4,0
active,2861,-27.2,0
active,2330,-21,0
active,2743,-21.2,0
active,3069,-23.9,0
active,2785,-20.6,0
active,2176,-18,0
active,2174,-17,0
active,2705,-19,0
active,1324,-17.5,0
active,1314,-28.2,1
active,1479,-18.5,0
active,2085,-19.6,0
active,1545,-20.9,0
active,1715,-21.9,0
active,2055,-20.7,0
active,1634,-23.2,0
active,1887,-22.5,0
active,1171,-22.7,0
active,1079,-22.4,0
active,1817,-20.9,0
active,1115,-26.7,0
active,917,-21.8,0
active,1072,-23.6,0
active,1227,-23.9,0
active,1160,-22.3,0
active,1207,-23,0
active,1096,-20,0
active,1792,-27.9,1
active,2166,-20.1,0
active,1606,-23.3,0
active,1655,-19,0
active,1665,-25,0
active,1469,-23.4,0
active,2248,-21.5,0
active,2276,-18.8,0
active,1389,-24.4,0
active,1494,-21.6,0
active,1273,-17.3,0
active,1542,-27.6,1
active,1276,-20.3,0
active,1359,-20.4,0
active,1283,-28.5,1
active,3143,-20.5,0
active,1827,-20.7,0
active,1675,-17.5,0
active,2817,-19.2,0
active,1677,-21.8,0
active,1631,-21.9,0
active,1727,-18.5,0
active,1647,-21.9,0
active,2017,-17.5,0
active,2079,-18.9,0
active,1721,-24.2,0
active,1619,-17.5,0
active,2545,-18.8,0
active,2017,-21.2,0
active,1730,-22,0
active,2522,-20.6,0
active,2571,-28.5,1
active,1247,-17.9,0
active,1676,-17.3,0
active,2385,-17.5,0
active,2560,-23.9,0
active,2431,-18,0
active,2455,-19,0
active,2396,-19,0
active,1745,-17.8,0
active,2472,-20.9,0
active,2564,-31.5,1
active,2841,-20,0
active,1719,-24.2,0
active,2559,-22.4,0
active,1384,-33.9,1
active,1678,-21.7,0
active,2488,-20.1,0
active,2279,-19.3,0
active,1639,-33,1
active,2222,-21,0
active,2194,-18.4,0
active,1752,-22.5,0
active,1672,-21,0
active,1640,-17.5,0
active,1375,-17.6,0
active,1910,-24.1,0
active,2013,-20.1,0
active,1941,-18.5,0
active,1310,-18.2,0
active,1856,-21.6,0
active,1961,-21.4,0
active,1937,-28.2,1
active,1323,-25,0
active,2001,-20.8,0
active,1833,-29.2,1
active,2449,-22.6,0
active,1583,-23,0
active,1836,-25.2,0
active,1863,-22.1,0
active,1356,-17.9,0
active,2294,-18.8,0
active,2013,-20.9,0
active,2257,-21.5,0
active,2062,-28.5,1
active,1844,-18.4,0
active,1758,-18.6,0
active,1703,-22,0
active,1697,-19.2,0
active,1683,-20.9,0
active,3985,-24.8,0
active,3545,-25.3,0
active,3654,-23.7,0
active,3986,-23.1,0
active,3387,-26,0
active,3546,-23.8,0
active,3602,-23.8,0
active,3657,-25.3,0
active,3609,-24.4,0
active,3178,-25.6,0
active,3113,-21.9,0
active,3910,-28.2,1
active,3819,-26.1,0
active,4085,-26.3,0
active,3905,-26.3,0
active,3885,-26.5,0
active,3706,-24.8,0
active,3883,-22.8,0
active,3583,-25.6,0
active,3352,-27.4,1
active,3321,-25.2,0
active,3719,-31.5,1
active,3404,-25.2,0
active,3397,-27.4,1
active,1592,-27.4,1
active,1495,-18.3,0
active,1410,-19.9,0
active,2264,-23.5,0
active,2441,-25,0
active,2684,-25.8,0
active,2587,-28.2,1
active,2284,-26.7,0
active,2377,-26.7,0
active,2640,-28.5,1
active,2383,-27.4,1
active,2519,-23.3,0
active,1782,-17.5,0
active,1656,-22.1,0
active,1532,-19.9,0
active,1714,-19,0
active,1695,-19.3,0
active,1340,-21,0
active,1682,-20.2,0
active,1220,-22.4,0
active,1438,-19.9,0
active,1756,-20.9,0
active,1194,-28.5,1
active,1766,-21.6,0
active,1731,-22.5,0
active,1260,-21.2,0
active,1764,-18.8,0
active,2247,-25.5,0
active,2508,-27.9,1
active,2265,-20.2,0
active,2248,-27.2,0
active,2243,-17.8,0
active,2286,-21.1,0
active,1627,-21.2,0
active,1635,-18.2,0
active,1664,-18.1,0
active,1679,-24,0
active,2005,-22.2,0
active,1922,-17.5,0
active,1864,-19.7,0
active,1556,-18.5,0
active,1548,-25.8,0
active,1660,-22.5,0
active,1664,-21,0
active,1923,-19.6,0
active,2146,-18,0
active,2219,-22.6,0
active,1635,-18.2,0
active,1603,-18.4,0
active,3113,-23,0
active,2418,-18.3,0
active,2422,-22.3,0
active,3288,-26.9,0
active,2601,-23.9,0
active,2648,-23,0
active,2587,-18.6,0
active,3087,-26,0
active,3359,-26.5,0
active,3367,-23,0
active,3142,-24.3,0
active,3131,-33,1
active,1232,-21.5,0
active,1917,-19.3,0
active,3071,-22.2,0
active,2530,-21.9,0
active,3075,-23.2,0
active,2409,-18.2,0
active,1838,-18.5,0
active,3083,-23,0
active,3052,-22.4,0
active,3066,-24.3,0
active,3089,-22.5,0
active,1673,-28.2,1
active,2450,-22.5,0
active,1686,-19.8,0
active,1398,-19.3,0
active,2117,-16.9,0
active,2120,-19.9,0
active,1899,-23,0
active,2078,-21.9,0
active,1914,-19.2,0
active,2769,-22.2,0
active,2013,-25.3,0
active,1481,-19.1,0
active,2447,-25,0
active,2697,-20.4,0
active,1893,-18.9,0
active,2153,-22,0
active,2772,-24.5,0
active,1968,-18.6,0
active,1536,-19.4,0
active,1654,-21.4,0
active,2487,-26.9,0
active,2434,-23.3,0
active,2687,-29.5,1
active,2644,-22.9,0
active,3026,-19,0
active,2892,-19,0
active,2994,-21.6,0
active,2985,-25.2,0
active,2272,-22.5,0
active,2183,-23.2,0
active,2636,-23.9,0
active,2239,-21.8,0
active,2856,-23.6,0
active,2511,-22.3,0
active,2183,-20.3,0
active,2487,-22.2,0
active,2572,-25.2,0
active,2065,-22.1,0
active,2471,-29.5,1
active,2468,-24.8,0
active,2508,-22,0
active,2556,-22.3,0
active,1999,-26.7,0
active,2547,-23.3,0
active,3190,-20.5,0
active,3453,-22.1,0
active,2200,-23.1,0
active,2121,-23.9,0
active,2264,-23.3,0
active,2195,-23.4,0
active,3341,-22.9,0
active,2186,-20.7,0
active,1112,-20.8,0
active,1886,-23.1,0
active,1691,-32.2,1
active,1349,-21.5,0
active,1314,-18.3,0
active,1330,-19.7,0
active,2481,-19.2,0
active,3131,-23.5,0
active,905,-24.9,0
active,794,-23.1,0
active,1105,-21,0
active,808,-16.3,0
active,2343,-21.1,0
active,2310,-17.3,0
active,2292,-18.9,0
active,622,-18.7,0
active,544,-21.7,0
active,3160,-26.7,0
active,3119,-28.8,1
active,3092,-25.5,0
active,3003,-28.5,1
active,3155,-27.2,0
active,3305,-28.8,1
active,3077,-27.6,1
active,1900,-22.4,0
active,1861,-20.9,0
active,3086,-30.4,1
active,3477,-26.3,0
active,3350,-28.2,1
active,3437,-25.5,0
active,3186,-26.5,0
active,3685,-33,1
active,3706,-25,0
active,3637,-24.6,0
active,3392,-26.7,0
active,3773,-27.2,0
active,3674,-27.6,1
active,3577,-27.6,1
active,3623,-24.5,0
active,4154,-23.9,0
active,3513,-24.5,0
active,3158,-21.2,0
active,3357,-22.2,0
active,3457,-25,0
active,3297,-26.5,0
active,3288,-25.6,0
active,3520,-22.3,0
active,3326,-23.5,0
active,2546,-20.7,0
active,1933,-23.9,0
active,1965,-26.3,0
active,2566,-22.5,0
active,1830,-24.8,0
active,1786,-18.8,0
active,1333,-23.2,0
active,1170,-18.9,0
active,1362,-23.7,0
active,1323,-19.5,0
active,1357,-27.4,1
active,1269,-21.7,0
active,1360,-26.3,0
active,1248,-22.8,0
active,1133,-20.3,0
active,1135,-20,0
active,2259,-20.8,0
active,1223,-20.1,0
active,994,-24,0
active,977,-23.8,0
active,2234,-22.2,0
active,2388,-24.9,0
active,2403,-24.4,0
active,2336,-22.2,0
active,2839,-24.1,0
active,2880,-25.6,0
active,3049,-29.5,1
active,2906,-25.2,0
active,1585,-20,0
active,1622,-25.5,0
active,1687,-21.1,0
active,1689,-19.1,0
active,1888,-20.6,0
active,2960,-23.7,0
active,1806,-21.7,0
active,3068,-23.7,0
active,1653,-23,0
active,2903,-24.4,0
active,1595,-21.7,0
active,2680,-24.8,0
active,2771,-23,0
active,2962,-25.3,0
active,2893,-22.8,0
active,901,-21,0
active,926,-17.9,0
active,1559,-19.9,0
active,1485,-23.2,0
active,1553,-20,0
active,1552,-19.5,0
active,1584,-19.2,0
active,1396,-24.9,0
active,1446,-19,0
active,1437,-23.1,0
active,1091,-20.1,0
active,1040,-20.1,0
active,1443,-21,0
active,898,-26,0
active,957,-19.9,0
active,1405,-21.6,0
active,1649,-25.5,0
active,1066,-17.8,0
active,934,-15.8,0
active,1517,-23.7,0
active,959,-25.5,0
active,1255,-19.9,0
active,1479,-19.5,0
active,1186,-22.6,0
active,1538,-29.9,1
active,1181,-18.3,0
active,1236,-18.2,0
active,1153,-19.3,0
active,2480,-23.8,0
active,2438,-23.7,0
active,2467,-22,0
active,2440,-21.3,0
active,2166,-26.9,0
active,2522,-28.2,1
active,1686,-20.8,0
active,2137,-27.2,0
active,2537,-24.6,0
active,2418,-23.1,0
active,1213,-17.7,0
active,1188,-19.7,0
active,1638,-20.1,0
active,2535,-21.9,0
active,1679,-19.4,0
active,1564,-21.4,0
active,2527,-23.9,0
active,2558,-25.3,0
active,1215,-17.7,0
active,1686,-20.5,0
active,2126,-26.9,0
active,1686,-18.4,0
active,1638,-19.9,0
active,2609,-21.9,0
active,2623,-19.4,0
active,2891,-21,0
active,2883,-23.3,0
active,2616,-18.9,0
active,3015,-18.7,0
active,2566,-17.9,0
active,3044,-21.8,0
active,2992,-19,0
active,2799,-23.8,0
active,3115,-20.1,0
active,2988,-20.8,0
active,3086,-21.9,0
active,2967,-19.5,0
active,2555,-25.2,0
active,2962,-24.5,0
active,1398,-18.4,0
active,1398,-18,0
active,1452,-18.8,0
active,1615,-25.2,0
active,1667,-20.8,0
active,1536,-22.4,0
active,1575,-20.1,0
active,1593,-26,0
active,1430,-22.7,0
active,1456,-18,0
active,2165,-18.8,0
active,2121,-29.9,1
active,1353,-19.6,0
active,1138,-22.4,0
active,1383,-25.5,0
active,1392,-25,0
active,1433,-28.5,1
active,1363,-28.2,1
active,1152,-25,0
active,2265,-25.2,0
active,1344,-20.3,0
active,1161,-23.8,0
active,2137,-20.5,0
active,1407,-21.1,0
active,1804,-21.4,0
active,1181,-22.7,0
active,1021,-28.8,1
active,1423,-25.2,0
active,1020,-24,0
active,1395,-25.2,0
active,1205,-26.3,0
active,1425,-23,0
active,1082,-21.6,0
active,1767,-20.9,0
active,1911,-24.3,0
active,1158,-24.8,0
active,1137,-27.9,1
active,1309,-24,0
active,1192,-26.5,0
active,1444,-24.9,0
active,1216,-24.4,0
active,1163,-22.3,0
active,1038,-22.5,0
active,2532,-20.2,0
active,2444,-22,0
active,2428,-18.5,0
active,2446,-25.5,0
active,2473,-18.8,0
active,2529,-20.4,0
active,2500,-18.9,0
active,2504,-27.4,1
active,2470,-19.3,0
active,1815,-24.3,0
active,1854,-24.1,0
active,1941,-21.7,0
active,1896,-20.7,0
active,1804,-17.2,0
active,1922,-19.3,0
active,1936,-23.8,0
active,1974,-21.5,0
active,2032,-18,0
active,1875,-20.7,0
active,1932,-24.8,0
active,1905,-19.9,0
active,2087,-20.7,0
active,2126,-16,0
active,1938,-26.1,0
active,2152,-22,0
active,2032,-22,0
active,1964,-19.7,0
