Status,Fiber Distance(m),Rx Power(dBm),maintenance_required
active,1682,-12.4,0
active,1021,-23.5,0
active,854,-18.2,0
active,760,-21.4,0
active,923,-23.2,0
active,994,-18.9,0
active,1175,-26,0
active,1142,-21.3,0
active,1136,-22.5,0
active,1146,-18.8,0
active,1134,-35.2,1
active,1172,-19,0
active,2898,-25.6,0
active,3215,-26.3,0
active,2749,-20.6,0
active,2930,-26.7,0
active,2604,-22.9,0
active,3197,-24.9,0
active,2759,-20.6,0
active,2610,-26.9,0
active,2769,-28.2,1
active,2571,-20.1,0
active,2683,-21.9,0
active,2871,-24.2,0
active,2813,-22.3,0
active,2753,-23,0
active,2479,-21,0
active,2902,-20,0
active,3299,-27.4,1
active,3249,-27.4,1
active,4264,-19.4,0
active,4463,-21.8,0
active,4420,-22.7,0
active,4056,-20.1,0
active,3952,-19.5,0
active,4424,-21.3,0
active,4193,-20.5,0
active,4177,-21.6,0
active,3507,-19.7,0
active,3699,-23.4,0
active,3969,-27.4,1
active,4325,-23.6,0
active,3707,-20.9,0
active,3759,-26.5,0
active,3874,-22.3,0
active,3801,-21.7,0
active,4103,-22.3,0
active,3041,-24.6,0
active,2655,-23.2,0
active,2806,-24.3,0
active,2876,-23.2,0
active,2599,-24,0
active,2721,-30.9,1
active,3559,-29.5,1
active,3721,-25.8,0
active,2571,-25.3,0
active,3549,-24.2,0
active,3769,-33,1
active,3706,-23,0
active,2963,-21.1,0
active,4100,-27.6,1
active,3433,-23.7,0
active,4060,-25,0
active,3912,-24,0
active,2861,-24.4,0
active,3690,-24.4,0
active,2744,-22.2,0
active,3287,-24.8,0
active,3805,-19.7,0
active,3752,-30.4,1
active,3728,-29.5,1
active,2637,-21,0
active,2229,-19,0
active,2866,-24.2,0
active,2563,-20.1,0
active,2624,-20.2,0
active,2394,-22.2,0
active,2873,-20.7,0
active,2537,-22.8,0
active,3116,-31.5,1
active,2898,-21.8,0
active,2807,-24.9,0
active,2186,-21.6,0
active,3297,-22.7,0
active,2876,-28.5,1
active,2480,-21.9,0
active,2597,-26.3,0
active,3079,-25,0
active,3175,-22.1,0
active,3104,-23.1,0
active,3027,-21.6,0
active,2900,-21.3,0
active,2739,-20.9,0
active,2476,-21.8,0
active,2643,-21.5,0
active,2486,-21.5,0
active,2629,-23.7,0
active,2804,-20.6,0
active,2367,-22.9,0
active,2708,-19.9,0
active,2505,-24,0
active,2505,-24.4,0
active,3837,-21.7,0
active,4432,-24.8,0
active,3818,-20.8,0
active,3756,-29.9,1
active,3737,-26.1,0
active,4579,-25.2,0
active,4606,-23.5,0
active,3757,-27.9,1
active,2912,-19.6,0
active,3095,-20.2,0
active,3550,-26.1,0
active,4528,-32.2,1
active,2821,-27.4,1
active,3103,-25.5,0
active,2987,-19.2,0
active,3455,-23.9,0
active,3713,-26.1,0
active,3039,-25.5,0
active,3860,-25.3,0
active,3814,-22,0
active,4486,-26.3,0
active,5016,-22.2,0
active,2875,-23.6,0
active,3035,-19.1,0
active,2911,-25.8,0
active,4882,-25,0
active,4934,-25.2,0
active,2959,-24.6,0
active,3725,-28.8,1
active,3444,-24.5,0
active,3663,-20,0
active,3594,-24.8,0
active,3182,-27.6,1
active,3284,-26.1,0
active,3198,-24.3,0
active,2419,-26.1,0
active,2680,-23.4,0
active,3103,-23.1,0
active,2506,-26.3,0
active,2605,-25.3,0
active,3349,-23.8,0
active,3199,-23.9,0
active,3013,-25.8,0
active,2659,-26.3,0
active,3032,-24.9,0
active,2688,-25.2,0
active,3399,-26,0
active,3296,-21.4,0
active,2350,-26.5,0
active,2744,-24.9,0
active,3129,-26.9,0
active,2662,-23.3,0
active,2940,-24.4,0
active,3127,-22.1,0
active,2443,-27.2,0
active,2761,-26,0
active,2321,-22.9,0
active,2746,-25.2,0
active,2895,-30.4,1
active,3348,-25.5,0
active,2601,-26.1,0
active,2509,-23.6,0
active,2712,-28.2,1
active,2960,-24.5,0
active,2773,-21.7,0
active,3042,-20.1,0
active,1874,-22.7,0
active,3210,-21.8,0
active,2331,-26.1,0
active,487,-27.6,1
active,1831,-21.5,0
active,463,-20.4,0
active,460,-18.8,0
active,2912,-22.9,0
active,2765,-22.5,0
active,1956,-19.9,0
active,508,-23.9,0
active,492,-20.2,0
active,3031,-26.5,0
active,2816,-21.6,0
active,2708,-19.1,0
active,2224,-22.7,0
active,474,-22.5,0
active,483,-24.4,0
active,582,-23.7,0
active,2401,-26.3,0
active,2417,-27.6,1
active,2724,-23.9,0
active,3402,-21.4,0
active,3373,-26.7,0
active,3224,-25,0
active,3332,-26.3,0
active,3322,-27.6,1
active,3445,-29.2,1
active,3625,-29.9,1
active,3318,-25,0
active,3257,-24.8,0
active,528,-23.2,0
active,445,-20,0
active,528,-17.7,0
active,723,-24.6,0
active,710,-19.3,0
active,561,-21.6,0
active,470,-23.3,0
active,536,-18.2,0
active,472,-29.9,1
active,3549,-22.2,0
active,3636,-28.8,1
active,3433,-24.9,0
active,3823,-22.2,0
active,3838,-20.9,0
active,4131,-21.9,0
active,3748,-19.5,0
active,3887,-19.7,0
active,3838,-23.4,0
active,3695,-20.4,0
active,3864,-26,0
active,4039,-20.8,0
active,3601,-24.6,0
active,5252,-24.3,0
active,5140,-27.6,1
active,4539,-22.8,0
active,4935,-24.3,0
active,4579,-20.3,0
active,5073,-27.4,1
active,4758,-24,0
active,5207,-24,0
active,4941,-20,0
active,4796,-24.4,0
active,4992,-24.3,0
active,5064,-26.5,0
active,4446,-22.5,0
active,4609,-23.9,0
active,4511,-19.7,0
active,4908,-22.8,0
active,4823,-23.8,0
active,5058,-23.5,0
active,5301,-21.6,0
active,4962,-23.2,0
active,4961,-20.9,0
active,4849,-24.3,0
active,5419,-20.4,0
active,5068,-21.3,0
active,4726,-23.4,0
active,1966,-23.6,0
active,1752,-29.9,1
active,1822,-24.2,0
active,1910,-20.5,0
active,1856,-28.8,1
active,1728,-21.1,0
active,1849,-23,0
active,1817,-21.4,0
active,1665,-23,0
active,1974,-26.1,0
active,2210,-23.9,0
active,2027,-24.5,0
active,2064,-26.9,0
active,2079,-25,0
active,1905,-23.5,0
active,1974,-31.5,1
active,2198,-24.1,0
active,2175,-23.5,0
active,2255,-25,0
active,2239,-24.1,0
active,2358,-27.4,1
active,2094,-25.5,0
active,2202,-26.1,0
active,1268,-21.6,0
active,2455,-26.5,0
active,1580,-19.3,0
active,1104,-30.9,1
active,1104,-24.6,0
active,1155,-23.3,0
active,1071,-32.2,1
active,1179,-23.4,0
active,1206,-21.1,0
active,1267,-20.5,0
active,1320,-25.8,0
active,2014,-27.9,1
active,971,-20.3,0
active,1321,-22.8,0
active,7331,-23.8,0
active,8546,-23,0
active,6616,-25.5,0
active,7047,-26,0
active,6869,-23.7,0
active,8481,-24.6,0
active,8104,-22.3,0
active,8422,-22.3,0
active,8418,-24.2,0
active,8506,-25.2,0
active,8443,-26.9,0
active,8404,-24.9,0
active,8431,-26.9,0
active,8395,-22.4,0
active,8200,-24.9,0
active,7481,-23.5,0
active,7341,-25.8,0
active,8032,-25.8,0
active,8363,-22.2,0
active,8419,-22.2,0
active,8472,-23.7,0
active,1418,-19.7,0
active,1050,-24,0
active,1484,-21.1,0
active,1266,-18.1,0
active,994,-17.2,0
active,1580,-16.7,0
active,1599,-17,0
active,1696,-18.5,0
active,1832,-26,0
active,1370,-19.2,0
active,1763,-25.3,0
active,1561,-20.1,0
active,1865,-20.9,0
active,1065,-17.4,0
active,1062,-17.7,0
active,815,-16.9,0
active,1799,-21.6,0
active,1870,-19.9,0
active,1010,-29.5,1
active,1839,-21.8,0
active,1784,-24.3,0
active,1125,-15.1,0
active,1138,-18,0
active,1757,-23.7,0
active,2152,-20.4,0
active,1871,-24.9,0
active,1517,-18.1,0
active,1785,-19.4,0
active,1770,-24.4,0
active,1323,-19.9,0
active,2126,-18.8,0
active,2077,-20.9,0
active,1114,-18.8,0
active,1994,-25.8,0
active,1422,-27.6,1
active,3814,-26.3,0
active,3679,-22.7,0
active,3736,-22.2,0
active,3774,-23.6,0
active,3688,-20.3,0
active,1663,-19.7,0
active,1733,-21.4,0
active,1867,-23.2,0
active,1741,-20.8,0
active,2009,-17.1,0
active,2008,-21.4,0
active,1882,-22.4,0
active,2368,-21.6,0
active,2058,-21.1,0
active,2298,-25.8,0
active,2701,-18.3,0
active,3022,-20.2,0
active,2600,-22.7,0
active,2121,-19.9,0
active,2660,-21.7,0
active,2819,-19.4,0
active,3876,-21.2,0
active,2750,-20.8,0
active,2435,-21.1,0
active,2707,-20.3,0
active,3270,-20.5,0
active,2744,-23,0
active,3128,-26.5,0
active,1602,-21.2,0
active,2253,-28.2,1
active,1400,-25.2,0
active,1922,-29.9,1
active,1645,-20.8,0
active,1552,-21,0
active,2223,-23.7,0
active,2093,-35.2,1
active,1734,-18.3,0
active,1432,-17.3,0
active,1796,-21.8,0
active,1654,-23.5,0
active,2483,-28.2,1
active,2619,-27.4,1
active,1916,-26.5,0
active,1648,-28.8,1
active,1243,-22.9,0
active,2257,-29.2,1
active,2135,-29.5,1
active,2117,-24.1,0
active,1672,-22.1,0
active,2547,-26.1,0
active,1674,-24.6,0
active,1769,-18.4,0
active,2240,-25,0
active,1123,-25,0
active,1365,-24.5,0
active,1221,-22.8,0
active,1655,-24.4,0
active,2399,-30.4,1
active,1281,-19.6,0
active,1669,-28.8,1
active,1180,-23.1,0
active,1584,-20.4,0
active,1267,-18.3,0
active,1080,-17.8,0
active,1302,-24.3,0
active,1197,-17.2,0
active,2208,-19.8,0
active,1917,-14.4,0
active,1080,-23.5,0
active,1012,-29.9,1
active,1068,-16.9,0
active,1278,-18.1,0
active,1015,-27.2,0
active,909,-23,0
active,935,-22.2,0
active,786,-21.8,0
active,1009,-25.8,0
active,1079,-24,0
active,1085,-21.7,0
active,1071,-19.1,0
active,2105,-18.7,0
active,2222,-20.1,0
active,2158,-22.1,0
active,2182,-24.9,0
active,2110,-25.8,0
active,2172,-22.6,0
active,2206,-27.9,1
active,2180,-23.3,0
active,2071,-16.9,0
active,2038,-20.4,0
active,2371,-18.2,0
active,2247,-33,1
active,2325,-21.8,0
active,1575,-26,0
active,1545,-20.3,0
active,2468,-19.9,0
active,2575,-27.2,0
active,2277,-21.4,0
active,1589,-22.2,0
active,2070,-25.2,0
active,1501,-19.9,0
active,1522,-18.5,0
active,1524,-22.4,0
active,1713,-21.1,0
active,1601,-19.4,0
active,2465,-21.6,0
active,1595,-20.4,0
active,2421,-21.4,0
active,1778,-24.6,0
active,1560,-19.5,0
active,1559,-23,0
active,2327,-26,0
active,2323,-23.7,0
active,1601,-23.8,0
active,1431,-21.2,0
active,1829,-26.5,0
active,1788,-26.7,0
active,2467,-29.5,1
active,1450,-18.6,0
active,2603,-18,0
active,1870,-18.6,0
active,3095,-27.4,1
active,2937,-23.3,0
active,2864,-23.9,0
active,2356,-17.6,0
active,2401,-20,0
active,1709,-17.2,0
active,1689,-28.5,1
active,1792,-21.6,0
active,2643,-22.5,0
active,2325,-22.9,0
active,1585,-22.2,0
active,2228,-21.3,0
active,3173,-25,0
active,2927,-21.3,0
active,1799,-30.9,1
active,1558,-17.9,0
active,2189,-26.9,0
active,1524,-25.5,0
active,2079,-24.1,0
active,3121,-22.2,0
active,2595,-17.9,0
active,2438,-22.9,0
active,1955,-22.5,0
active,1956,-20.6,0
active,1981,-22.2,0
active,1486,-19.2,0
active,2986,-26.1,0
active,2900,-25.8,0
active,1494,-22.2,0
active,1582,-20,0
active,1578,-23.8,0
active,1897,-17.5,0
active,1564,-22,0
active,1516,-26.1,0
active,1558,-21.8,0
active,1508,-29.5,1
active,1584,-22.6,0
active,1520,-19.7,0
active,1524,-24.8,0
active,1575,-23.4,0
active,1566,-26.1,0
active,1602,-23.4,0
active,1612,-20.5,0
active,1452,-18.4,0
active,1555,-19.3,0
active,1588,-24.6,0
active,1633,-17.8,0
active,1676,-24.4,0
active,1679,-17.3,0
active,1591,-23.8,0
active,1615,-19.6,0
active,1631,-17.2,0
active,1570,-21.3,0
active,1672,-20.8,0
active,1566,-28.8,1
active,1734,-21,0
active,1593,-23.7,0
active,1595,-23.8,0
active,1610,-19.7,0
active,1476,-21.6,0
active,1610,-20.9,0
active,1620,-20.4,0
active,1754,-20.5,0
active,1760,-18.1,0
active,1619,-20.4,0
active,1586,-21.7,0
active,1816,-29.5,1
active,1573,-26.7,0
active,1571,-30.9,1
active,1570,-23.8,0
active,1557,-23.9,0
active,1693,-24.9,0
active,1848,-27.9,1
active,1839,-27.9,1
active,1627,-23.9,0
active,1757,-27.4,1
active,1616,-24.9,0
active,1828,-25,0
active,1510,-27.9,1
active,1716,-26.3,0
active,1620,-25.8,0
active,4503,-19.7,0
active,4193,-21,0
active,4161,-24.4,0
active,5062,-23.7,0
active,4231,-21.4,0
active,4701,-22.5,0
active,4359,-21.6,0
active,4270,-29.2,1
active,5180,-27.2,0
active,5080,-21.3,0
active,4989,-23.6,0
active,4261,-22.9,0
active,4453,-21.7,0
active,4380,-27.6,1
active,4878,-24.5,0
active,4197,-23.4,0
active,4315,-22.5,0
active,4569,-20.1,0
active,4350,-22.7,0
active,4536,-21.1,0
active,4938,-27.4,1
active,4665,-21.9,0
active,4708,-23.7,0
active,4714,-22.2,0
active,4750,-22.1,0
active,4539,-21.7,0
active,4758,-21.3,0
active,4638,-20.6,0
active,4870,-23.1,0
active,4585,-21,0
active,4805,-25.8,0
active,4553,-23,0
active,4481,-18.2,0
active,4999,-22.2,0
active,4029,-19.9,0
active,4772,-25.5,0
active,4651,-22.6,0
active,4909,-22,0
active,4590,-20.2,0
active,4532,-22.6,0
active,4480,-24.4,0
active,4514,-23.4,0
active,5194,-27.9,1
active,3691,-29.2,1
active,6097,-23.1,0
active,6028,-24.1,0
active,5122,-24.9,0
active,6060,-24.9,0
active,6019,-19.6,0
active,6059,-20.8,0
active,5262,-24.5,0
active,6117,-24.9,0
active,5176,-23.5,0
active,3491,-21.9,0
active,3815,-23.1,0
active,3774,-24.3,0
active,3844,-20,0
active,3877,-22.8,0
active,3619,-17.6,0
active,3785,-23.6,0
active,3638,-19.8,0
active,3629,-23,0
active,3556,-29.5,1
active,3445,-17.5,0
active,3440,-19.1,0
active,3721,-24.9,0
active,6054,-22.1,0
active,4708,-22.4,0
active,4585,-22,0
active,4654,-21.4,0
active,4699,-30.9,1
active,4695,-26.7,0
active,4460,-22.3,0
active,4766,-18.7,0
active,4888,-24.6,0
active,4928,-19.9,0
active,4687,-23.4,0
active,6193,-29.2,1
active,5849,-21.5,0
active,5941,-20.6,0
active,4557,-19,0
active,5101,-26.9,0
active,5760,-26.5,0
active,4960,-22.5,0
active,4853,-20.3,0
active,5050,-24.8,0
active,5512,-21.1,0
active,5408,-20.1,0
active,4971,-22.4,0
active,4904,-21.4,0
active,4461,-22.8,0
active,4957,-22.5,0
active,4967,-16.4,0
active,4759,-19.4,0
active,4912,-15.2,0
active,5069,-19.9,0
active,1651,-19.5,0
active,2205,-20.6,0
active,2172,-21.7,0
active,2166,-13.2,0
active,2133,-13,0
active,2313,-22.9,0
active,2163,-23.6,0
active,2181,-27.6,1
active,2273,-26.3,0
active,631,-25.5,0
active,633,-19.8,0
active,756,-18.8,0
active,1935,-25.5,0
active,487,-23,0
active,631,-26.3,0
active,1257,-17.2,0
active,1563,-19.7,0
active,705,-16.3,0
active,829,-17.2,0
active,1543,-18.8,0
active,1030,-18.1,0
active,431,-20.2,0
active,1418,-21.8,0
active,1626,-18.2,0
active,844,-18.5,0
active,445,-19.5,0
active,469,-17.3,0
active,755,-17.5,0
active,606,-22.6,0
active,1446,-20.9,0
active,1438,-20.2,0
active,355,-19,0
active,1411,-22.4,0
active,1409,-20.2,0
active,1442,-27.6,1
active,1414,-18.8,0
active,477,-21.7,0
active,765,-20.1,0
active,369,-20.6,0
active,1690,-21.3,0
active,139,-18.9,0
active,1574,-23.8,0
active,564,-28.5,1
active,1687,-17.8,0
active,1534,-21,0
active,119,-26.9,0
active,312,-21.4,0
active,1576,-22.9,0
active,729,-19.7,0
active,1572,-21.4,0
active,1688,-21.9,0
active,1806,-27.2,0
active,1439,-22.5,0
active,749,-21.9,0
active,754,-17.5,0
active,1613,-20.2,0
active,1629,-19.6,0
active,1549,-18.8,0
active,750,-17.3,0
active,1524,-18.5,0
active,1538,-22.4,0
active,1584,-21.3,0
active,1429,-20.8,0
active,1098,-23.9,0
active,1803,-27.6,1
active,1111,-24.8,0
active,1815,-22.2,0
active,1242,-22,0
active,1155,-21.4,0
active,817,-21.8,0
active,2101,-23.8,0
active,2042,-22.5,0
active,835,-20.7,0
active,1960,-28.2,1
active,1057,-28.8,1
active,1072,-21,0
active,970,-20.4,0
active,1245,-24.2,0
active,1080,-25.5,0
active,1283,-22.4,0
active,1121,-26.7,0
active,1208,-24.3,0
active,1608,-30.9,1
active,2196,-24.5,0
active,2193,-20.7,0
active,2479,-33,1
active,2178,-22.8,0
active,1588,-23.2,0
active,1338,-24.3,0
active,983,-22.9,0
active,2178,-26.9,0
active,1717,-20.4,0
active,2153,-27.4,1
active,2161,-26.7,0
active,625,-19.9,0
active,2182,-32.2,1
active,2077,-30.4,1
active,2529,-27.2,0
active,2148,-24,0
active,2148,-27.4,1
active,1581,-24.2,0
active,1639,-20.5,0
active,1522,-19.8,0
active,1659,-26.5,0
active,2336,-26.1,0
active,1577,-19,0
active,1654,-25.8,0
active,2237,-26.7,0
active,1783,-22.9,0
active,2231,-24.9,0
active,1574,-19.7,0
active,2279,-25.3,0
active,1599,-23.8,0
active,2728,-28.8,1
active,3070,-20,0
active,2894,-20.5,0
active,2687,-26.1,0
active,3101,-25.8,0
active,2985,-22.3,0
active,2727,-26.1,0
active,2547,-22.2,0
active,2689,-22,0
active,2581,-24.3,0
active,2822,-22.1,0
active,2691,-22.8,0
active,4362,-25,0
active,3983,-27.9,1
active,4434,-25.3,0
active,4204,-27.6,1
active,4171,-24.4,0
active,4300,-25.2,0
active,4376,-24.9,0
active,4612,-25.6,0
active,4621,-27.2,0
active,4579,-29.2,1
active,4480,-25,0
active,4011,-31.5,1
active,4142,-23.8,0
active,4254,-25.2,0
active,4326,-23.9,0
active,4138,-24.3,0
active,3081,-23.1,0
active,3314,-33.9,1
active,3644,-22.3,0
active,3113,-24,0
active,3390,-26.3,0
active,3003,-25.3,0
active,3792,-22.9,0
active,3336,-26.9,0
active,3910,-26.7,0
active,4025,-26.7,0
active,3346,-24.6,0
active,3955,-26.5,0
active,3793,-22.3,0
active,3761,-24.6,0
active,2819,-24.5,0
active,3841,-26.7,0
active,3947,-27.6,1
active,3836,-24.3,0
active,1376,-24.3,0
active,2059,-24.2,0
active,1294,-17.8,0
active,1360,-21.3,0
active,1244,-18.1,0
active,1439,-21.1,0
active,1511,-20.5,0
active,1282,-21.6,0
active,1687,-20,0
active,1290,-17.7,0
active,2013,-28.8,1
active,2604,-24,0
active,2671,-24.6,0
active,1504,-20.3,0
active,1777,-23.7,0
active,2161,-25.8,0
active,2089,-25.2,0
active,1719,-23.8,0
active,2067,-24.8,0
active,2025,-19.2,0
active,1999,-19.8,0
active,2739,-22.6,0
active,2031,-25,0
active,2111,-27.6,1
active,2097,-22.2,0
active,2108,-21.1,0
active,2085,-19.8,0
active,2915,-26.9,0
active,2886,-20.4,0
active,2190,-24.8,0
active,2450,-20.1,0
active,2649,-20,0
active,2863,-20.4,0
active,2812,-19.6,0
active,2280,-21.3,0
active,2139,-21.6,0
active,2482,-24.6,0
active,2722,-19.9,0
active,1429,-19.9,0
active,1475,-23.2,0
active,1519,-22.5,0
active,1549,-21.1,0
active,1395,-22.6,0
active,1761,-29.9,1
active,1744,-21.6,0
active,1239,-19.4,0
active,1454,-21.1,0
active,1449,-18.1,0
active,1443,-19.5,0
active,1437,-19.7,0
active,1317,-19.2,0
active,1332,-26.3,0
active,1483,-24.2,0
active,1441,-24.5,0
active,1674,-19.9,0
active,1576,-21,0
active,1767,-24.3,0
active,1451,-25.8,0
active,1545,-32.2,1
active,1641,-21.5,0
active,1722,-21,0
active,1500,-24.3,0
active,1421,-22.8,0
active,1540,-21,0
active,1462,-20.6,0
active,1378,-21.6,0
active,1409,-21,0
active,1259,-19.3,0
active,1235,-23.7,0
active,2343,-23,0
active,1655,-26.1,0
active,2139,-21.2,0
active,2277,-28.5,1
active,2206,-18.8,0
active,1937,-21.1,0
active,1463,-30.4,1
active,1780,-25.8,0
active,1965,-23.4,0
active,1807,-17.6,0
active,1830,-20.1,0
active,1551,-23.5,0
active,1464,-21.4,0
active,1640,-18.7,0
active,2168,-18.4,0
active,1901,-19.4,0
active,1462,-19.7,0
active,1791,-26,0
active,2162,-23.8,0
active,1542,-22.3,0
active,1785,-24.3,0
active,1864,-22,0
active,1565,-21.8,0
active,1837,-25.8,0
active,1570,-25.5,0
active,2305,-25.3,0
active,1504,-24.6,0
active,1908,-19.5,0
active,1826,-22.8,0
active,2222,-25.2,0
active,2169,-25.3,0
active,2251,-19.9,0
active,2262,-22.6,0
active,2073,-20.9,0
active,2021,-19.2,0
active,2206,-19.5,0
active,2063,-20.6,0
active,2340,-24.9,0
active,2140,-19.7,0
active,1659,-19.4,0
active,2249,-20.8,0
active,1564,-22.2,0
active,1443,-25.8,0
active,1334,-26.1,0
active,2247,-29.2,1
active,1320,-18.6,0
active,2132,-26,0
active,1079,-23.9,0
active,2250,-23.2,0
active,2331,-26.1,0
active,1217,-18.8,0
active,1493,-26.3,0
active,1513,-21.8,0
active,1217,-31.5,1
active,1457,-22.2,0
active,1422,-20.7,0
active,1674,-26.1,0
active,1430,-19.4,0
active,1594,-19.5,0
active,1950,-24.4,0
active,1191,-24,0
active,1250,-24.2,0
active,1245,-21.6,0
active,1207,-23.5,0
active,1472,-20.2,0
active,1458,-22.5,0
active,1487,-24.3,0
active,1056,-19.9,0
active,2174,-22.1,0
active,2044,-23.1,0
active,1277,-22,0
active,2276,-22,0
active,1429,-21.5,0
active,1967,-25.6,0
active,1243,-21.4,0
active,1560,-22.7,0
active,1191,-23.3,0
active,1272,-22,0
active,1177,-22.1,0
active,1247,-21.6,0
active,1582,-21.3,0
active,1197,-19,0
active,1615,-22.4,0
active,1114,-22,0
active,1964,-26.1,0
active,1594,-21.1,0
active,1975,-24.6,0
active,1722,-24.4,0
active,2593,-22.5,0
active,2729,-26,0
active,1746,-22.2,0
active,1810,-23,0
active,2670,-22.8,0
active,1633,-22.1,0
active,2100,-23.1,0
active,1653,-22,0
active,1867,-30.4,1
active,2235,-23.5,0
active,2084,-22.9,0
active,2090,-23.3,0
active,1591,-21.1,0
active,2492,-22.2,0
active,1522,-27.2,0
active,2079,-29.9,1
active,2098,-22.5,0
active,1699,-25.2,0
active,2154,-22.5,0
active,1850,-24.5,0
active,1620,-24.8,0
active,2571,-23.7,0
active,2699,-26.7,0
active,2563,-27.4,1
active,2152,-30.4,1
active,2202,-24.6,0
active,2142,-24.8,0
active,2614,-30.4,1
active,2017,-26,0
active,2519,-24.1,0
active,2530,-23.6,0
active,2220,-29.9,1
active,1983,-30.4,1
active,2326,-23.5,0
active,2179,-24,0
active,1993,-26.3,0
active,2586,-23.8,0
active,1987,-27.6,1
active,2624,-23.5,0
active,2627,-24.6,0
active,2265,-24.6,0
active,1315,-21.1,0
active,3096,-25,0
active,1193,-21.2,0
active,2876,-25,0
active,1248,-22.5,0
active,3127,-23.1,0
active,3143,-22,0
active,3191,-26.5,0
active,2441,-25.5,0
active,2391,-21.8,0
active,1241,-22.2,0
active,1651,-24.8,0
active,1587,-19.7,0
active,2925,-33.9,1
active,1273,-20.3,0
active,1455,-24.1,0
active,1522,-22.9,0
active,1477,-22.3,0
active,1386,-24.6,0
active,1285,-29.5,1
active,2493,-22.5,0
active,3042,-21.4,0
active,1489,-21.3,0
active,1232,-19.7,0
active,2941,-25.2,0
active,1317,-21,0
active,1236,-23.5,0
active,3025,-23.6,0
active,1324,-24,0
active,2408,-19.8,0
active,3165,-20.8,0
active,2454,-19.5,0
active,1659,-19.9,0
active,1806,-19,0
active,1622,-20.8,0
active,1346,-25,0
active,1643,-18.7,0
active,1723,-18.9,0
active,2451,-21.3,0
active,1646,-25.5,0
active,1613,-21.8,0
active,1513,-21.6,0
active,2647,-25.8,0
active,1543,-24.5,0
active,1475,-27.2,0
active,1493,-19.9,0
active,1693,-20.7,0
active,2457,-31.5,1
active,1490,-20.9,0
active,2488,-20.3,0
active,1647,-19.2,0
active,1529,-21.9,0
active,1835,-18.4,0
active,1509,-20.8,0
active,2807,-26.9,0
active,1634,-26.9,0
active,2568,-21,0
active,2666,-20.8,0
active,1525,-21.9,0
active,2790,-20.1,0
active,2667,-29.2,1
active,2836,-22.8,0
active,1765,-23.8,0
active,1609,-20.6,0
active,1388,-22.3,0
active,2892,-20.5,0
active,2440,-23.6,0
active,5719,-24.6,0
active,5515,-23.3,0
active,6275,-27.2,0
active,6154,-30.9,1
active,5925,-30.4,1
active,6645,-29.2,1
active,6378,-24.9,0
active,6246,-26.9,0
active,5520,-20.9,0
active,5914,-24.9,0
active,6728,-29.2,1
active,6139,-24.8,0
active,6803,-25.8,0
active,7057,-26.9,0
active,6535,-25.6,0
active,6785,-25.5,0
active,7013,-29.2,1
active,7019,-27.4,1
active,7128,-26.9,0
active,6655,-24.8,0
active,6898,-24.5,0
active,6984,-28.2,1
active,6095,-23.7,0
active,6658,-25.3,0
active,6794,-30.9,1
active,6753,-29.5,1
active,6701,-29.2,1
active,3799,-25.3,0
active,6247,-26.5,0
active,6325,-26.7,0
active,6758,-28.5,1
active,6398,-24.2,0
active,2488,-21.7,0
active,2411,-23.8,0
active,2045,-22.9,0
active,2245,-22.5,0
active,2325,-21,0
active,2113,-7.2,0
active,2070,-21.6,0
active,2208,-26,0
active,2197,-18.9,0
active,2069,-19.1,0
active,2154,-26.7,0
active,2158,-23.7,0
active,2345,-21.6,0
active,2185,-24.4,0
active,2260,-27.6,1
active,2201,-26.9,0
active,2187,-25,0
active,1779,-19.9,0
active,1707,-28.5,1
active,1852,-22.6,0
active,1701,-24.5,0
active,1675,-28.8,1
active,1733,-22.9,0
active,1770,-19.6,0
active,1670,-20.8,0
active,1926,-21,0
active,1603,-21.1,0
active,2133,-21.3,0
active,1940,-18.8,0
active,1959,-21.4,0
active,1937,-20.3,0
active,1551,-22.7,0
active,1508,-20,0
active,1893,-22.1,0
active,2129,-25.2,0
active,2254,-22,0
active,2188,-20.7,0
active,1600,-22.2,0
active,2021,-31.5,1
active,2112,-20.1,0
active,2119,-21.4,0
active,2098,-20.5,0
active,2400,-23.9,0
active,2156,-21.4,0
active,2146,-18.5,0
active,2845,-19.6,0
active,1388,-23.3,0
active,920,-21.6,0
active,1367,-26.3,0
active,929,-24.4,0
active,1119,-21.3,0
active,987,-31.5,1
active,949,-30.4,1
active,1564,-27.4,1
active,1160,-20.2,0
active,1682,-30.9,1
active,1282,-20.2,0
active,962,-20.8,0
active,839,-22.2,0
active,1564,-29.5,1
active,1609,-24.4,0
active,1490,-21.8,0
active,1234,-19.5,0
active,1298,-19.8,0
active,1545,-21.6,0
active,1344,-26.7,0
active,1461,-24.9,0
active,1323,-28.2,1
active,1543,-19.5,0
active,1519,-22.6,0
active,1203,-31.5,1
active,980,-24.5,0
active,931,-19.8,0
active,1936,-29.9,1
active,3596,-28.8,1
active,2727,-27.6,1
active,2393,-23.1,0
active,2543,-26.9,0
active,1739,-18.7,0
active,1451,-21.9,0
active,1881,-23.2,0
active,1809,-25.5,0
active,2578,-27.4,1
active,2673,-29.5,1
active,1407,-24.8,0
active,1684,-23,0
active,2770,-26.9,0
active,1435,-24.3,0
active,1833,-25.3,0
active,1695,-27.2,0
active,2019,-27.4,1
active,2897,-23,0
active,1432,-20.8,0
active,2475,-23.8,0
active,3002,-25.3,0
